lat;lon;emission 2011 (tons)
66.5;-18.1;2.51147e+0
66.4;-16.0;4.01022e-1
66.1;-23.3;2.54998e-1
66.1;-19.0;4.36620e-1
66.0;-23.2;1.92011e+0
66.0;-17.4;1.04324e+0
65.9;-18.6;3.79227e-1
65.9;-18.4;9.63325e-1
65.8;24.1;4.11002e+1
65.7;-19.7;2.07049e+0
65.7;-18.2;2.27028e+0
65.7;-14.9;3.76322e-1
65.6;-18.2;6.46939e+0
65.6;-18.1;1.77336e+0
65.6;22.1;3.30274e+0
65.5;-18.2;4.43159e-1
65.5;-18.1;2.95681e-1
65.5;22.2;3.44614e+3
65.4;-21.0;4.03928e-1
65.2;-14.5;1.05050e+0
65.2;-14.4;1.14713e+0
65.2;-14.1;4.43885e-1
65.1;-13.8;6.23328e-1
65.1;-13.7;9.18283e-1
65.0;-22.8;3.64698e-1
65.0;-14.3;8.65249e-1
64.9;-23.7;1.30768e-1
64.9;-23.3;5.53585e-1
64.6;24.4;5.47032e+4
64.5;-22.0;1.51691e+0
64.5;-21.9;4.45338e-1
64.3;-22.1;4.80427e+0
64.2;-20.8;3.93757e-1
64.1;-22.1;2.61609e+0
64.1;-22.0;2.10682e+1
64.1;-21.9;6.04693e+1
64.1;-21.8;2.13690e+1
64.1;-21.7;3.13916e+0
64.1;-20.4;5.81918e-1
64.0;-22.8;7.77344e-1
64.0;-22.7;1.26046e+0
64.0;-22.6;5.28594e+0
64.0;-22.1;6.08798e-1
64.0;-22.0;2.64384e+1
64.0;-21.9;6.39165e+0
64.0;-21.3;3.68330e-1
64.0;-21.2;9.29906e-1
63.9;-22.6;4.32770e+0
63.9;-22.4;9.69137e-1
63.9;-21.1;2.14750e+0
63.9;-21.0;2.73233e+0
63.8;-22.5;1.87725e+0
63.8;-21.4;1.38251e+0
63.8;-20.4;8.96488e-1
63.7;-20.3;1.25392e+0
63.4;-20.3;1.96733e+0
61.2;28.7;3.75774e+1
60.5;16.0;5.40683e+0
60.1;15.4;8.11024e+0
60.1;16.1;6.08268e+0
60.0;6.5;8.37566e+2
59.9;23.1;2.28520e+4
59.9;30.2;3.01030e+2
59.8;10.9;7.82234e+2
59.7;14.5;4.05512e+0
59.2;14.3;4.05512e+0
59.1;37.9;2.63381e+5
58.6;17.1;8.28386e+4
57.9;59.9;1.62912e+5
57.8;24.3;4.72690e+0
57.8;24.7;1.00921e+1
57.8;25.0;1.21795e+1
57.8;25.3;2.66363e+1
57.8;25.4;5.64986e+0
57.7;22.5;3.89883e+0
57.7;24.3;2.98796e+1
57.7;24.8;1.14981e+1
57.7;25.9;1.61388e+1
57.7;26.0;6.68150e+1
57.6;25.6;3.29503e+0
57.6;25.7;1.03336e+1
57.5;22.3;1.00231e+1
57.5;22.7;4.68378e+0
57.5;22.8;1.01870e+1
57.5;24.6;2.67398e+0
57.5;24.7;9.80574e+1
57.5;25.3;5.91726e+1
57.5;25.4;1.86040e+2
57.5;26.6;4.54576e+0
57.4;21.5;7.54321e+1
57.4;21.6;1.50950e+1
57.4;22.8;3.70044e+0
57.4;25.1;5.04606e+0
57.4;25.8;2.75679e+1
57.4;25.9;2.04430e+1
57.4;26.4;6.81433e+0
57.4;27.0;9.36238e+1
57.3;21.5;1.78596e+2
57.3;21.6;2.96984e+1
57.3;22.5;5.69299e+0
57.3;23.1;1.07477e+1
57.3;24.4;4.07135e+0
57.3;25.0;4.87354e+0
57.3;25.2;1.12713e+2
57.3;25.3;4.52075e+1
57.3;25.4;2.52820e+1
57.3;25.5;9.79884e+0
57.3;25.6;9.84197e+0
57.2;22.5;1.08348e+2
57.2;22.6;1.92095e+1
57.2;22.7;6.65907e+0
57.2;24.4;1.04026e+1
57.2;25.1;4.70965e+0
57.2;25.2;7.50439e+0
57.2;26.5;4.61477e+0
57.2;27.4;1.50692e+1
57.2;27.6;5.95176e+0
57.1;22.5;1.50519e+1
57.1;23.2;9.37618e+0
57.1;24.2;2.19353e+1
57.1;24.3;1.29990e+1
57.1;24.6;7.46126e+0
57.1;24.7;1.49743e+1
57.1;24.8;9.98774e+1
57.1;25.0;9.25542e+0
57.1;25.6;4.89942e+0
57.1;26.0;7.82354e+0
57.1;26.3;1.03681e+1
57.1;26.7;1.15395e+2
57.1;27.2;9.17261e+1
57.1;27.6;1.12393e+1
57.0;22.7;4.27405e+1
57.0;22.9;4.33875e+0
57.0;23.5;5.86550e-1
57.0;23.9;1.22313e+1
57.0;24.0;4.18228e+2
57.0;24.1;2.71064e+2
57.0;24.2;1.25159e+1
57.0;24.3;3.41579e+1
57.0;24.5;2.40744e+1
57.0;24.6;9.23816e+0
57.0;24.8;5.34796e+0
57.0;24.9;1.43791e+1
57.0;25.8;5.33933e+0
56.9;21.5;4.55439e+0
56.9;21.9;1.04647e+2
56.9;22.0;3.78670e+0
56.9;23.0;9.83334e+0
56.9;23.1;1.72049e+2
56.9;23.4;8.63436e+0
56.9;23.5;3.95231e+1
56.9;23.6;1.29403e+2
56.9;23.7;9.81436e+1
56.9;23.8;1.22563e+2
56.9;23.9;1.15309e+2
56.9;24.0;1.31054e+3
56.9;24.1;2.44444e+3
56.9;24.2;6.55133e+2
56.9;24.3;3.94024e+1
56.9;24.4;6.71082e+0
56.9;24.9;4.99430e+0
56.9;25.6;3.61418e+0
56.9;26.3;1.31974e+1
56.9;26.7;5.91726e+0
56.9;27.1;6.44343e+0
56.8;21.1;7.19387e+0
56.8;23.2;4.72690e+0
56.8;23.5;5.60673e+0
56.8;23.9;2.48939e+1
56.8;24.0;8.95955e+1
56.8;24.1;8.07973e+1
56.8;24.2;2.31498e+2
56.8;24.3;7.75626e+1
56.8;24.4;3.30625e+1
56.8;24.5;7.50008e+1
56.8;24.6;1.03207e+2
56.8;24.7;7.83217e+0
56.8;25.1;4.77003e+0
56.8;25.6;5.41696e+0
56.8;26.0;7.54752e+0
56.8;26.1;5.11506e+0
56.8;26.2;8.46357e+1
56.8;26.7;9.67808e+0
56.8;27.8;3.85570e+0
56.8;53.2;2.42446e+4
56.7;21.5;1.20588e+1
56.7;21.6;1.57765e+1
56.7;23.3;4.34737e+0
56.7;23.6;1.32319e+1
56.7;23.9;9.45726e+1
56.7;24.2;8.06506e+0
56.7;24.3;2.02791e+1
56.7;24.4;8.59123e+0
56.7;24.6;5.81116e+1
56.7;24.7;2.83614e+1
56.7;24.8;2.99313e+1
56.7;26.6;7.30600e+0
56.7;27.6;2.29445e+1
56.6;22.0;1.25246e+1
56.6;22.4;1.07485e+2
56.6;22.5;3.43477e+1
56.6;23.2;8.45581e+1
56.6;23.3;3.39854e+0
56.6;23.4;7.25425e+0
56.6;23.6;7.76230e+1
56.6;23.7;4.18167e+2
56.6;23.8;1.72515e+1
56.6;24.1;6.49518e+0
56.6;24.2;1.46206e+1
56.6;24.5;1.17655e+1
56.6;25.0;1.36804e+1
56.6;25.1;3.01124e+1
56.6;25.2;4.68550e+1
56.6;25.4;2.02101e+1
56.6;25.6;2.30221e+1
56.6;25.7;9.87647e+0
56.6;26.7;1.20588e+1
56.6;27.2;1.15671e+1
56.5;20.9;3.50550e+1
56.5;21.0;4.64789e+2
56.5;21.1;3.35369e+1
56.5;23.3;4.59752e+0
56.5;24.1;8.88451e+0
56.5;24.2;7.00410e+0
56.5;24.5;8.80688e+0
56.5;25.2;1.60007e+1
56.5;25.7;6.09840e+0
56.5;25.8;1.10806e+2
56.5;25.9;6.81433e+0
56.5;26.9;3.14149e+1
56.5;27.0;2.25045e+1
56.5;27.3;2.59272e+2
56.5;27.6;7.91843e+0
56.5;27.7;8.09180e+1
56.4;20.9;1.67253e+1
56.4;21.0;7.27840e+1
56.4;21.5;1.13083e+1
56.4;21.6;4.49401e+0
56.4;22.8;2.54459e+1
56.4;23.0;7.01272e+0
56.4;24.1;6.76172e+1
56.4;24.2;3.04747e+1
56.4;25.8;8.34971e+1
56.4;27.3;4.15761e+1
56.3;21.0;4.69240e+0
56.3;24.1;2.37122e+1
56.3;24.2;7.80629e+0
56.3;25.5;1.44740e+1
56.3;26.1;5.79563e+1
56.3;26.2;1.34303e+1
56.3;26.7;3.23120e+1
56.3;26.8;3.76945e+0
56.3;27.1;2.61877e+1
56.3;28.1;1.82693e+1
56.2;25.3;8.22033e+0
56.2;26.7;4.91149e+1
56.1;26.8;4.87354e+0
56.1;27.0;1.15844e+1
56.1;27.5;1.52072e+1
56.0;27.5;1.23434e+1
56.0;28.0;5.67792e-2
56.0;28.1;5.31550e-2
55.9;26.2;1.79674e+1
55.9;26.3;7.79767e+0
55.9;26.4;9.80746e+0
55.9;26.5;2.07018e+1
55.9;26.6;2.42124e+1
55.9;27.1;1.15671e+1
55.9;28.7;2.43828e-1
55.9;28.8;3.44299e-1
55.8;26.4;9.33305e+1
55.8;26.5;6.45973e+2
55.8;26.6;1.10237e+1
55.8;27.1;8.61539e+1
55.8;27.7;1.88056e-1
55.8;27.9;3.05037e-1
55.8;28.8;4.61482e-1
55.7;-4.0;2.74870e+4
55.7;27.9;1.46478e+0
55.7;38.4;5.26910e+1
55.6;27.0;2.48540e+0
55.6;27.6;2.40184e+0
55.5;27.1;1.08323e-1
55.5;28.2;1.07317e-1
55.5;28.5;1.15985e+1
55.5;28.6;8.81970e+0
55.5;28.7;1.86345e+0
55.5;28.8;1.75170e-1
55.4;28.5;3.14500e+0
55.4;28.7;8.19030e+0
55.4;28.8;3.41299e+0
55.4;29.9;1.95627e+0
55.4;30.0;3.04232e-1
55.4;30.1;3.38863e-1
55.3;26.6;3.87991e-1
55.3;27.4;1.85539e+0
55.3;29.2;2.27922e-1
55.3;29.3;1.06914e-1
55.3;29.4;1.07921e-1
55.3;29.6;3.83360e-1
55.2;29.2;2.56715e-1
55.2;29.5;1.63895e-1
55.2;29.6;1.10377e+0
55.2;30.0;6.44303e-2
55.2;30.1;9.37944e+0
55.2;30.2;1.09147e+1
55.2;30.3;2.60943e-1
55.2;42.1;1.21596e+1
55.2;68.7;9.23332e+0
55.1;26.7;1.79801e-1
55.1;26.8;3.32601e+0
55.1;27.1;6.32222e-2
55.1;27.2;3.10876e-1
55.1;27.6;3.68461e+0
55.1;27.7;4.14770e-1
55.1;27.9;2.24097e-1
55.1;28.5;1.66512e-1
55.1;28.6;1.00934e+0
55.1;30.1;2.73541e+1
55.1;30.2;2.77046e+1
55.1;69.1;7.32089e+0
55.1;69.2;3.06189e+1
55.0;26.8;2.65775e-1
55.0;27.7;2.85305e-1
55.0;29.4;1.44747e+0
55.0;30.7;9.15716e-1
55.0;30.8;1.82821e-1
55.0;57.2;2.07737e+4
55.0;69.0;6.25396e+0
55.0;69.2;7.38799e+0
54.9;26.6;4.53630e-1
54.9;26.7;6.06048e-2
54.9;28.7;2.06177e-1
54.9;28.8;1.59264e-1
54.9;68.5;4.65625e+1
54.9;68.8;1.73997e+1
54.9;69.0;2.73040e+1
54.9;69.1;1.07981e+2
54.9;69.2;2.38617e+1
54.9;70.4;6.11305e+0
54.9;70.8;2.76463e+0
54.8;26.6;8.45648e-3
54.8;26.9;1.58700e+0
54.8;27.6;2.51077e-1
54.8;27.7;1.70318e+0
54.8;28.6;2.19144e+0
54.8;28.7;1.22800e+0
54.8;28.9;2.00137e-1
54.8;29.1;2.07566e+0
54.8;29.6;5.35376e-1
54.8;29.7;2.51480e-1
54.8;30.1;2.25305e-1
54.8;30.2;2.66178e-1
54.8;68.0;1.95940e+0
54.8;68.1;2.26136e+0
54.8;68.4;4.56969e+0
54.8;68.8;3.55644e+0
54.8;69.0;4.04025e+1
54.8;69.1;9.58762e+2
54.8;69.2;1.25247e+2
54.8;69.4;1.02935e+1
54.8;69.6;5.99897e+0
54.8;70.4;1.94732e+1
54.8;70.8;2.39556e+0
54.7;28.0;4.43160e-1
54.7;29.6;7.38935e-2
54.7;66.9;4.82468e+0
54.7;68.9;9.18634e+0
54.7;69.0;4.24357e+1
54.7;69.1;7.44235e+1
54.6;-1.1;4.41558e+4
54.6;25.9;1.51592e+0
54.6;27.4;1.88459e-1
54.6;29.1;2.27439e+0
54.6;30.4;6.81552e-1
54.6;30.5;3.95240e-1
54.6;67.1;4.12144e+1
54.6;68.1;1.60375e+0
54.6;68.2;3.87853e+0
54.6;68.7;7.91139e+0
54.6;68.8;3.50275e+0
54.6;69.9;6.67000e+0
54.5;-1.2;3.93043e+3
54.5;25.8;1.16176e-1
54.5;25.9;2.77453e-1
54.5;26.0;1.17787e-1
54.5;26.1;2.89735e-1
54.5;26.3;1.03088e+0
54.5;26.9;1.93814e+0
54.5;28.9;1.52821e-1
54.5;30.3;5.86698e+0
54.5;30.4;8.55816e+0
54.5;30.5;1.78391e-1
54.5;30.6;9.73099e-1
54.5;30.7;7.30881e-2
54.5;65.7;6.34119e+0
54.5;68.6;1.28971e+1
54.5;68.7;3.83827e+0
54.5;69.4;2.10971e+1
54.5;69.7;5.22729e+0
54.4;25.8;1.83828e-1
54.4;25.9;3.61635e+0
54.4;26.3;2.98836e+0
54.4;26.4;1.77969e+0
54.4;26.5;6.19336e-1
54.4;26.8;1.80163e+0
54.4;26.9;1.02283e+0
54.4;27.2;2.11211e-1
54.4;27.8;1.25377e+0
54.4;29.6;8.40614e-1
54.4;29.7;6.85579e-1
54.4;29.9;6.78532e-2
54.4;30.0;2.95171e-1
54.4;30.2;8.17258e-1
54.4;30.3;2.81963e+0
54.4;30.4;2.52446e+0
54.4;30.5;2.06580e-1
54.4;66.0;1.45814e+1
54.4;70.3;1.35681e+1
54.4;70.9;1.56215e+1
54.3;26.5;1.30069e-1
54.3;26.6;4.95711e-1
54.3;26.7;1.54975e+0
54.3;26.8;1.25309e+1
54.3;26.9;1.85438e-1
54.3;29.0;1.85438e-1
54.3;29.1;1.33632e+0
54.3;30.2;3.16313e-1
54.3;30.3;8.03365e-2
54.3;30.9;3.46716e-1
54.3;66.9;1.80841e+1
54.3;68.2;3.63025e+0
54.3;68.3;3.32829e+0
54.3;68.4;3.51081e+1
54.3;69.7;7.10616e+0
54.2;26.0;1.35706e-1
54.2;26.5;7.65110e-2
54.2;26.6;3.21346e-1
54.2;26.7;2.10405e-1
54.2;26.8;3.35803e+0
54.2;26.9;1.15773e-1
54.2;27.0;1.11827e+0
54.2;27.1;8.03365e-1
54.2;27.8;8.80682e-1
54.2;28.4;1.15286e+1
54.2;28.5;1.13446e+1
54.2;28.6;5.71618e-1
54.2;28.7;1.40297e+0
54.2;29.0;1.41948e-1
54.2;29.7;5.71618e-1
54.2;29.8;7.99339e-2
54.2;30.2;8.36990e-1
54.2;30.3;2.05170e-1
54.2;30.7;1.04095e-1
54.2;30.9;3.48065e+0
54.2;31.0;2.72621e-1
54.2;31.1;1.23424e-1
54.2;63.9;6.11305e+0
54.2;68.3;2.57674e+0
54.2;69.6;1.08840e+1
54.2;70.8;4.24759e+0
54.1;24.9;3.07655e-1
54.1;25.2;1.71747e-1
54.1;25.3;2.90540e-1
54.1;27.1;1.05907e-1
54.1;27.2;1.22760e+0
54.1;27.8;7.60076e-1
54.1;27.9;1.46579e-1
54.1;28.2;1.56646e-1
54.1;28.3;7.94486e+0
54.1;28.4;3.41722e+0
54.1;28.5;1.75512e+0
54.1;28.6;1.53827e-1
54.1;28.8;6.50343e-2
54.1;28.9;8.87930e-2
54.1;30.2;2.94366e-1
54.1;31.0;5.61148e-1
54.1;31.1;1.00270e-1
54.1;69.5;5.73727e+0
54.1;69.6;1.72990e+1
54.1;70.3;5.28097e+0
54.0;24.8;1.06310e-1
54.0;24.9;4.03293e-1
54.0;25.0;1.02283e-1
54.0;25.1;1.09532e-1
54.0;25.2;3.18527e-1
54.0;25.4;1.39935e-1
54.0;25.6;1.84633e-1
54.0;26.5;1.63109e+0
54.0;27.2;5.59738e-1
54.0;27.3;6.38263e-2
54.0;27.6;1.60472e-1
54.0;27.8;4.76180e-1
54.0;27.9;1.96915e-1
54.0;28.0;3.58273e+0
54.0;28.1;9.94039e-1
54.0;28.2;4.29368e+0
54.0;28.3;9.30414e+0
54.0;28.4;1.95103e-1
54.0;29.7;2.24701e-1
54.0;30.9;1.03088e-1
54.0;31.7;1.29948e+0
54.0;61.7;4.24088e+0
54.0;64.4;4.36838e+0
54.0;64.7;6.62974e+0
54.0;65.3;5.07094e+1
54.0;68.4;1.55342e+1
54.0;70.8;4.93204e+0
54.0;72.7;6.43514e+0
53.9;24.7;3.03628e-1
53.9;25.0;1.01276e-1
53.9;25.1;2.02150e-1
53.9;25.2;2.39802e+0
53.9;25.3;8.91957e-1
53.9;25.5;1.74767e-1
53.9;25.7;9.17528e-1
53.9;27.0;6.41283e-1
53.9;27.2;4.70543e-1
53.9;27.3;1.16015e+0
53.9;27.4;1.90957e+1
53.9;27.5;7.10109e+1
53.9;27.6;5.48771e+1
53.9;27.7;3.21225e+0
53.9;27.8;1.71344e-1
53.9;27.9;1.10740e-1
53.9;29.6;1.53827e-1
53.9;29.7;6.74505e-1
53.9;30.2;3.15447e+0
53.9;30.3;2.57760e+1
53.9;31.4;2.41412e-1
53.9;58.4;2.07615e+4
53.9;62.8;3.79801e+0
53.9;63.8;4.27443e+0
53.9;68.4;6.75052e+0
53.9;69.5;6.54250e+0
53.9;70.1;4.37509e+0
53.9;70.2;9.24003e+0
53.9;70.4;7.16656e+0
53.9;71.4;4.38851e+0
53.9;72.6;5.39505e+0
53.8;24.9;1.56042e-1
53.8;25.1;1.70539e-1
53.8;25.2;5.02999e+0
53.8;25.3;4.32811e+0
53.8;25.4;3.49736e-1
53.8;26.6;2.00539e-1
53.8;26.7;7.83030e-1
53.8;27.3;4.99939e-1
53.8;27.4;4.27592e+1
53.8;27.5;1.09758e+2
53.8;27.6;1.04254e+2
53.8;27.7;4.85563e+0
53.8;27.8;2.59936e-1
53.8;27.9;2.23090e-1
53.8;28.0;5.48060e-1
53.8;28.9;1.76962e+0
53.8;30.2;7.73889e+0
53.8;30.3;3.37999e+1
53.8;30.4;5.72242e+0
53.8;30.9;6.69874e-1
53.8;61.8;7.49536e+0
53.8;62.2;4.22075e+0
53.8;63.7;3.13369e+0
53.8;63.8;3.99260e+0
53.8;64.1;3.79935e+1
53.8;64.3;1.61046e+0
53.8;64.4;4.43548e+0
53.8;64.5;5.89161e+0
53.8;65.3;5.22058e+0
53.8;67.3;3.60341e+0
53.8;67.4;7.20212e+1
53.8;68.5;4.66363e+0
53.8;68.6;5.04611e+0
53.8;69.2;6.03923e+0
53.8;69.3;7.45510e+0
53.8;69.7;5.28097e+1
53.8;69.8;2.19425e+0
53.8;70.0;9.15279e+0
53.8;70.1;2.72436e+0
53.8;76.5;5.50241e+0
53.7;23.7;1.00411e+0
53.7;23.8;1.34041e+1
53.7;24.0;1.05303e-1
53.7;24.8;2.16244e-1
53.7;24.9;1.42955e-1
53.7;25.1;1.39331e-1
53.7;25.3;5.22691e-1
53.7;25.4;1.04840e+0
53.7;25.5;3.34031e-1
53.7;25.7;1.37317e-1
53.7;26.0;2.36781e-1
53.7;26.5;1.71546e-1
53.7;27.0;9.90616e-2
53.7;27.1;7.42962e-2
53.7;27.3;1.59445e+0
53.7;27.4;2.19466e-1
53.7;27.5;4.91885e-1
53.7;27.6;3.48729e-1
53.7;27.7;1.44968e-1
53.7;27.8;1.02484e-1
53.7;27.9;4.59871e-1
53.7;28.0;4.68731e-1
53.7;28.3;6.24169e-2
53.7;28.4;1.37559e+0
53.7;30.9;6.52760e-1
53.7;31.6;9.12696e-1
53.7;31.7;1.89868e+0
53.7;62.0;3.73963e+1
53.7;62.3;7.71680e+0
53.7;62.4;7.54904e+0
53.7;62.9;4.47574e+0
53.7;63.5;8.93806e+0
53.7;63.7;2.16070e+1
53.7;64.1;1.55208e+1
53.7;64.2;5.54938e+0
53.7;66.4;1.32259e+1
53.7;66.5;1.49639e+1
53.7;69.6;4.95217e+0
53.7;75.0;2.08018e+0
53.7;75.1;4.02615e+0
53.6;23.7;1.14398e+1
53.6;23.8;4.13242e+1
53.6;23.9;5.08476e+0
53.6;24.7;9.01420e-1
53.6;24.9;8.13433e-2
53.6;25.1;1.14565e-1
53.6;25.3;3.01010e-1
53.6;25.8;4.33898e-1
53.6;26.9;6.56384e-2
53.6;27.0;4.32086e-1
53.6;27.1;1.76479e+0
53.6;27.2;3.36447e-1
53.6;27.4;1.67922e-1
53.6;27.7;1.30471e-1
53.6;27.8;4.09737e-1
53.6;27.9;1.42592e+0
53.6;31.6;3.37655e-1
53.6;31.7;7.03096e-1
53.6;31.9;1.87150e+0
53.6;62.6;2.27209e+1
53.6;62.7;2.63780e+1
53.6;63.3;6.71026e+0
53.6;63.8;3.40210e+0
53.6;64.1;5.58965e+0
53.6;64.2;4.49587e+0
53.6;69.6;5.98555e+0
53.6;70.4;1.57624e+1
53.6;71.8;1.63328e+1
53.6;72.3;4.18318e+1
53.5;-.7;4.80457e+4
53.5;24.1;7.36922e-2
53.5;24.2;7.78801e-1
53.5;24.7;7.74976e-1
53.5;24.9;9.94643e-2
53.5;25.1;1.18391e-1
53.5;25.7;3.16111e-1
53.5;25.8;1.14666e+0
53.5;26.1;2.00942e-1
53.5;27.0;8.51688e-2
53.5;27.8;7.61486e-1
53.5;28.1;3.06668e+0
53.5;28.2;4.41549e-1
53.5;30.1;6.56384e-2
53.5;30.2;3.17742e+0
53.5;31.3;1.51794e+0
53.5;31.4;6.14101e-2
53.5;31.9;9.73300e-1
53.5;61.2;5.47557e+0
53.5;61.6;3.59670e+0
53.5;63.0;4.93875e+0
53.5;63.1;1.93926e+0
53.5;63.8;1.27898e+1
53.5;65.2;4.58982e+0
53.5;69.0;5.42860e+0
53.5;69.2;4.76428e+0
53.5;69.5;1.76413e+1
53.5;75.3;3.99327e+1
53.4;24.5;1.63593e+0
53.4;24.6;1.44566e-1
53.4;25.3;2.07184e-1
53.4;25.4;3.37051e-1
53.4;25.5;1.86848e-1
53.4;26.4;1.84029e-1
53.4;26.7;1.64760e+0
53.4;27.1;1.65103e-1
53.4;27.2;7.36116e-1
53.4;28.1;6.59001e-1
53.4;28.4;1.16377e-1
53.4;29.1;1.03290e-1
53.4;29.3;1.02364e+0
53.4;30.9;9.94442e-1
53.4;31.0;5.83094e-1
53.4;32.5;1.11283e+0
53.4;59.0;4.36441e+5
53.4;62.8;5.38163e+0
53.4;63.1;3.58328e+0
53.4;63.2;4.48245e+1
53.4;63.3;1.14813e+1
53.4;64.0;8.00534e+0
53.4;69.2;2.92232e+1
53.4;69.3;1.87686e+1
53.4;69.5;7.03906e+0
53.4;70.1;4.57640e+0
53.3;-113.3;2.28729e-2
53.3;14.6;3.66652e+2
53.3;23.9;1.06310e-1
53.3;24.0;1.06310e-1
53.3;24.5;5.88329e-1
53.3;24.6;1.72351e-1
53.3;25.2;1.01880e-1
53.3;26.5;9.27192e-1
53.3;28.5;1.97318e-1
53.3;28.6;2.63298e+0
53.3;28.9;1.12552e-1
53.3;29.0;2.41614e-1
53.3;31.3;8.55111e-1
53.3;31.4;3.76515e-1
53.3;31.9;2.85708e-1
53.3;32.0;2.52627e+0
53.3;62.8;6.02648e+1
53.3;62.9;2.79616e+1
53.3;63.4;5.24742e+0
53.3;63.7;2.07079e+1
53.3;63.8;5.50912e+0
53.3;65.5;5.49637e+1
53.3;68.0;8.12612e+0
53.3;68.1;3.40881e+0
53.3;69.0;7.55575e+0
53.3;69.2;8.33146e+1
53.3;69.3;1.73192e+1
53.3;69.4;1.29911e+2
53.3;69.5;8.04560e+0
53.3;75.4;2.94379e+1
53.2;23.9;1.85640e-1
53.2;24.3;1.58861e-1
53.2;24.4;2.12298e+0
53.2;24.5;1.01276e-1
53.2;24.6;1.49196e-1
53.2;26.3;1.81613e-1
53.2;26.4;1.23626e-1
53.2;26.5;1.43961e-1
53.2;26.6;1.67177e+0
53.2;26.7;6.20142e-2
53.2;28.6;2.29171e+0
53.2;29.2;7.91285e-2
53.2;29.4;1.54894e+0
53.2;29.5;2.29936e-1
53.2;63.3;1.06760e+1
53.2;63.5;1.38070e+2
53.2;63.6;7.95615e+2
53.2;63.7;2.08380e+2
53.2;63.8;9.24003e+0
53.2;65.5;2.89212e+0
53.2;65.6;4.81797e+0
53.2;66.7;1.35212e+1
53.2;66.8;4.21069e+1
53.2;68.0;2.26069e+1
53.2;68.1;4.25229e+1
53.2;68.8;1.22596e+1
53.2;69.2;5.10651e+0
53.2;69.3;2.99358e+2
53.2;69.4;3.39391e+2
53.2;69.6;1.46619e+1
53.1;8.6;5.48838e+3
53.1;8.7;3.79307e+4
53.1;23.9;1.25639e-1
53.1;24.0;8.31352e-1
53.1;24.3;4.52824e-1
53.1;24.4;5.89698e+0
53.1;24.7;1.65707e-1
53.1;24.8;4.87053e-1
53.1;25.1;2.41010e-1
53.1;25.2;9.34240e-2
53.1;25.3;6.78330e-1
53.1;25.4;1.89063e-1
53.1;25.9;1.21208e+1
53.1;26.0;2.23704e+1
53.1;27.0;6.15511e-1
53.1;27.1;1.32283e-1
53.1;27.4;2.31949e-1
53.1;29.1;1.70577e+1
53.1;29.2;2.44670e+1
53.1;29.3;2.95775e-1
53.1;29.8;2.34768e-1
53.1;30.0;1.15250e+0
53.1;30.4;2.16043e-1
53.1;30.7;4.34502e-1
53.1;30.8;6.20746e-1
53.1;62.6;5.49570e+0
53.1;63.5;1.76869e+2
53.1;63.6;2.04160e+2
53.1;63.7;1.02868e+1
53.1;64.2;5.01256e+0
53.1;69.0;3.75774e+0
53.1;69.1;1.26488e+1
53.1;70.0;4.52271e+0
53.1;70.3;1.53598e+1
53.0;24.0;2.06781e-1
53.0;24.1;6.78532e-2
53.0;24.5;1.61881e-1
53.0;24.9;7.36922e-2
53.0;25.0;1.75170e-1
53.0;25.2;1.15652e+0
53.0;25.3;4.62086e+0
53.0;25.9;3.39467e-1
53.0;26.0;1.39331e-1
53.0;26.2;9.43099e-1
53.0;26.4;1.10136e-1
53.0;26.6;1.13579e+0
53.0;27.0;1.32082e-1
53.0;27.4;5.39403e-1
53.0;27.5;7.74815e+0
53.0;27.6;7.06720e-1
53.0;28.2;1.95687e+0
53.0;29.2;1.59123e+0
53.0;29.9;4.92892e-1
53.0;30.0;3.88434e+0
53.0;63.0;1.01204e+2
53.0;63.1;1.72662e+2
53.0;63.2;4.26772e+1
53.0;63.3;2.11373e+0
53.0;63.4;1.73058e+1
53.0;63.5;4.53613e+0
53.0;64.2;1.09310e+1
53.0;64.3;3.42223e+0
53.0;66.7;7.85100e+0
53.0;68.0;3.35513e+0
53.0;70.0;4.65692e+0
53.0;70.2;2.99949e+0
53.0;70.3;1.38768e+1
53.0;75.9;3.31822e+1
53.0;76.0;2.95318e+1
53.0;76.1;4.26169e+1
53.0;78.1;4.34825e+0
52.9;24.3;2.22486e-1
52.9;24.6;2.54902e-1
52.9;25.1;1.04297e-1
52.9;26.4;1.60472e-1
52.9;27.3;2.36983e-1
52.9;27.4;6.34236e-2
52.9;27.5;5.64369e-1
52.9;27.6;4.81617e-1
52.9;27.8;4.03696e-1
52.9;28.6;3.86582e-1
52.9;29.7;4.13562e-1
52.9;29.9;4.32488e-1
52.9;30.0;2.31627e+0
52.9;30.8;3.34434e-1
52.9;30.9;9.39676e-1
52.9;62.1;2.02381e+1
52.9;62.2;2.96593e+0
52.9;62.3;2.59687e+0
52.9;63.0;7.39470e+1
52.9;63.1;3.90597e+2
52.9;63.2;1.78694e+1
52.9;63.3;5.27426e+0
52.9;63.7;6.10634e+0
52.9;63.8;4.77099e+0
52.9;64.6;3.53631e+0
52.9;66.6;5.26084e+0
52.9;68.1;6.18686e+0
52.9;68.2;1.27629e+1
52.9;68.3;9.68290e+0
52.9;69.1;6.42373e+1
52.9;70.1;1.55188e+2
52.9;70.2;6.19088e+1
52.9;70.4;1.12061e+1
52.9;76.3;6.37475e+0
52.9;77.4;1.14209e+1
52.8;24.3;1.35908e-1
