country,year,rp,impact
IDN,2000,3.5555555555555554,57783.0
IDN,1994,3.2,42932.0
IDN,2006,2.909090909090909,39342.0
IDN,1993,2.6666666666666665,39101.0
IDN,1991,2.4615384615384617,31803.0
IDN,2017,2.2857142857142856,22685.0
IDN,1990,2.1333333333333333,10751.0
IDN,2008,2.0,2356.0
IND,2014,32.0,20354143.0
IND,2005,16.0,9276041.0
IND,2006,10.666666666666666,4921334.0
IND,2004,8.0,4301120.0
IND,2009,6.4,3320275.0
IND,2010,5.333333333333333,2884198.0
IND,2011,4.571428571428571,2155823.0
IND,2013,4.0,1711028.0
IND,2000,3.5555555555555554,1248287.0
IND,1993,3.2,1012939.0
IND,2015,2.909090909090909,745784.0
IND,1991,2.6666666666666665,554403.0
IND,1992,2.4615384615384617,500457.0
IND,1995,2.2857142857142856,499819.0
IND,1997,2.1333333333333333,409857.0
IND,2001,2.0,342003.0
IND,1996,1.8823529411764706,329095.0
IND,2012,1.7777777777777777,311018.0
IND,2003,1.6842105263157894,268858.0
IND,2007,1.6,142770.0
IND,2002,1.5238095238095237,82606.0
IND,2008,1.4545454545454546,27185.0
IRL,2011,32.0,422838.0
IRN,1992,32.0,7236038.0
IRN,1993,16.0,2025877.0
IRN,1991,10.666666666666666,931310.0
IRN,1994,8.0,280364.0
IRN,1990,6.4,173364.0
IRN,1995,5.333333333333333,172847.0
IRN,2002,4.571428571428571,102598.0
IRN,1998,4.0,90664.0
IRN,1996,3.5555555555555554,68905.0
IRN,1997,3.2,45580.0
IRN,2001,2.909090909090909,41320.0
IRN,2006,2.6666666666666665,23228.0
IRN,2003,2.4615384615384617,1333.0
IRQ,2006,32.0,1887.0
ITA,1994,32.0,18361882.0
ITA,1992,16.0,1454341.0
ITA,2003,10.666666666666666,1280655.0
ITA,2013,8.0,979883.0
ITA,2002,6.4,569447.0
ITA,2008,5.333333333333333,377878.0
ITA,2014,4.571428571428571,363445.0
ITA,2017,4.0,149241.0
ITA,2016,3.5555555555555554,121936.0
ITA,2009,3.2,27282.0
ITA,2012,2.909090909090909,19120.0
JAM,2002,32.0,32540.0
JPN,1990,32.0,3807742.0
JPN,2012,16.0,1784528.0
JPN,2015,10.666666666666666,1728639.0
JPN,2017,8.0,835749.0
JPN,1999,6.4,187988.0
JPN,2003,5.333333333333333,11136.0
JPN,2013,4.571428571428571,2513.0
KAZ,2008,32.0,176705.0
KAZ,2011,16.0,87170.0
KAZ,1993,10.666666666666666,74009.0
KEN,2012,32.0,127466.0
KEN,2013,16.0,45225.0
KEN,2001,10.666666666666666,63.0
KGZ,2005,32.0,3986.0
KGZ,2007,16.0,282.0
KHM,2011,32.0,677842.0
KHM,2013,16.0,628130.0
KHM,1991,10.666666666666666,322327.0
KHM,2000,8.0,271921.0
KHM,2010,6.4,93948.0
KHM,2001,5.333333333333333,24792.0
KHM,1996,4.571428571428571,2799.0
KHM,2007,4.0,1411.0
KHM,2002,3.5555555555555554,163.0
KOR,2002,32.0,561312.0
KOR,1991,16.0,225629.0
KOR,1990,10.666666666666666,85114.0
KOR,2011,8.0,67654.0
KOR,2004,6.4,10218.0
KOR,1997,5.333333333333333,3008.0
LAO,2013,32.0,152008.0
LAO,1992,16.0,45526.0
LKA,2011,32.0,650520.0
LKA,1992,16.0,521419.0
LKA,2010,10.666666666666666,140922.0
LKA,1991,8.0,64465.0
LKA,2000,6.4,5099.0
LKA,2006,5.333333333333333,4355.0
LKA,2013,4.571428571428571,2513.0
LKA,2014,4.0,2472.0
LKA,2012,3.5555555555555554,1530.0
LKA,1995,3.2,768.0
LKA,1997,2.909090909090909,766.0
LKA,1993,2.6666666666666665,628.0
LUX,1993,32.0,20259.0
MAR,2002,32.0,325398.0
MAR,1996,16.0,102620.0
MAR,1995,10.666666666666666,17285.0
MAR,2001,8.0,3636.0
MDA,1994,32.0,592319.0
MDA,2005,16.0,11617.0
MDG,2003,32.0,238631.0
MEX,2007,32.0,4234370.0
MEX,1993,16.0,193269.0
MEX,1990,10.666666666666666,98553.0
MEX,2010,8.0,21474.0
MEX,2004,6.4,5578.0
MKD,2004,32.0,5578.0
MMR,1991,32.0,171564.0
MMR,2015,16.0,146934.0
MNG,2009,32.0,128.0
MOZ,2000,32.0,712433.0
MOZ,2007,16.0,100213.0
MOZ,2013,10.666666666666666,37688.0
MOZ,1999,8.0,21786.0
MRT,2013,32.0,2513.0
MWI,2015,32.0,481549.0
MWI,1998,16.0,160.0
MYS,2007,32.0,1366290.0
MYS,2014,16.0,351083.0
MYS,2004,10.666666666666666,15494.0
MYS,2013,8.0,2513.0
NAM,2011,32.0,15612.0
NAM,2006,16.0,12325.0
NER,2012,32.0,234685.0
NER,2013,16.0,81310.0
NER,2014,10.666666666666666,2472.0
NGA,2012,32.0,637331.0
NGA,1994,16.0,131297.0
NGA,2010,10.666666666666666,40263.0
NGA,2015,8.0,30869.0
NGA,2011,6.4,5855.0
NGA,2003,5.333333333333333,4089.0
NGA,2005,4.571428571428571,220.0
NIC,2002,32.0,81.0
NLD,1998,32.0,951528.0
NLD,1992,16.0,57565.0
NOR,1995,32.0,576155.0
NPL,2009,32.0,81847.0
NPL,1998,16.0,8977.0
NPL,1999,10.666666666666666,3514.0
NPL,2007,8.0,3387.0
NPL,1995,6.4,2305.0
NPL,2012,5.333333333333333,1275.0
NPL,2008,4.571428571428571,39.0
NZL,2015,32.0,211141.0
NZL,1998,16.0,134650.0
NZL,2002,10.666666666666666,813.0
PAK,2011,32.0,3252600.0
PAK,2012,16.0,3186657.0
PAK,2014,10.666666666666666,2472413.0
PAK,1992,8.0,2085674.0
PAK,2013,6.4,1884391.0
PAK,1994,5.333333333333333,181644.0
PAK,2008,4.571428571428571,140005.0
PAK,2005,4.0,44957.0
PAK,2016,3.5555555555555554,2439.0
PAK,2002,3.2,49.0
PAN,2008,32.0,13593.0
PAN,1995,16.0,13444.0
PAN,2005,10.666666666666666,10490.0
PAN,2012,8.0,2549.0
