region,country,year,rp,impact
WP4,KOR,1987,11.0,1352201000.0
WP4,KOR,1995,8.8,1085092000.0
WP4,KOR,2012,7.333333333333333,1018455000.0
WP4,KOR,1991,6.285714285714286,666142000.0
WP4,KOR,2019,5.5,633027000.0
WP4,KOR,1981,4.888888888888889,431298000.0
WP4,KOR,1989,4.4,416673000.0
WP4,KOR,2004,4.0,388898000.0
WP4,KOR,2016,3.6666666666666665,153639000.0
WP4,KOR,2000,3.3846153846153846,139869000.0
WP4,KOR,2007,3.142857142857143,98802000.0
WP4,KOR,1982,2.933333333333333,90981000.0
WP4,KOR,1985,2.75,38090000.0
WP4,KOR,1986,2.588235294117647,29103000.0
WP4,KOR,1980,2.4444444444444446,25640000.0
WP4,KOR,2021,2.3157894736842106,14040000.0
WP4,KOR,2005,2.2,8242000.0
WP4,KOR,1999,2.0952380952380953,7028000.0
WP4,KOR,1994,2.0,22000.0
WP4,MAC,2017,44.0,1695376000.0
WP4,TWN,1996,44.0,2425574000.0
WP4,TWN,2001,22.0,1730477000.0
WP4,TWN,1986,14.666666666666666,1294952000.0
WP4,TWN,1994,11.0,902300000.0
WP4,TWN,2004,8.8,631704000.0
WP4,TWN,2014,7.333333333333333,519207000.0
WP4,TWN,2000,6.285714285714286,484359000.0
WP4,TWN,2005,5.5,358154000.0
WP4,TWN,2009,4.888888888888889,341031000.0
WP4,TWN,1998,4.4,231598000.0
WP4,TWN,2016,4.0,219484000.0
WP4,TWN,2008,3.6666666666666665,193561000.0
WP4,TWN,2010,3.3846153846153846,98108000.0
WP4,TWN,1997,3.142857142857143,91160000.0
WP4,TWN,2007,2.933333333333333,84687000.0
WP4,TWN,2013,2.75,77385000.0
WP4,TWN,1992,2.588235294117647,72999000.0
WP4,TWN,2012,2.4444444444444446,44996000.0
WP4,TWN,2018,2.3157894736842106,39626000.0
WP4,TWN,2015,2.2,32103000.0
WP4,TWN,2017,2.0952380952380953,20536000.0
WP4,TWN,2023,2.0,10000000.0
WP4,TWN,2022,1.9130434782608696,400000.0
