country,year,rp,impact
NPL,2019,17.0,233522000.0
NPL,2020,11.333333333333334,113077000.0
NPL,1998,8.5,39497000.0
NPL,2000,6.8,10707000.0
NZL,2021,34.0,266767000.0
NZL,2015,17.0,123474000.0
NZL,2020,11.333333333333334,113076000.0
NZL,2017,8.5,84769000.0
NZL,2018,6.8,29137000.0
NZL,2000,5.666666666666667,1700000.0
NZL,2023,4.857142857142857,0.0
PAK,2020,34.0,1696149000.0
PAK,2021,17.0,10800000.0
PAK,1992,11.333333333333334,480000.0
PAN,2000,34.0,2209000.0
PER,2017,34.0,3820565000.0
PER,1994,17.0,98720000.0
PER,2016,11.333333333333334,2439000.0
PER,2023,8.5,0.0
PHL,1992,34.0,154757000.0
PHL,2016,17.0,11364000.0
PHL,2022,11.333333333333334,11000000.0
PHL,2017,8.5,9671000.0
PHL,1993,6.8,5267000.0
PHL,1994,5.666666666666667,3258000.0
PHL,1995,4.857142857142857,273000.0
PHL,2015,4.25,247000.0
PHL,2023,3.7777777777777777,0.0
PNG,1993,34.0,5065000.0
PRI,2022,34.0,17000000.0
PRK,1996,34.0,4104818000.0
PRK,2018,17.0,29137000.0
PRY,1998,34.0,8977000.0
PRY,1997,17.0,3076000.0
PYF,2017,34.0,2388000.0
ROU,2020,34.0,96115000.0
RUS,2019,34.0,556332000.0
RUS,2021,17.0,216006000.0
RUS,2016,11.333333333333334,14633000.0
RUS,2018,8.5,11655000.0
RUS,2000,6.8,8961000.0
RWA,2018,34.0,25640000.0
SDN,2020,34.0,282691000.0
SEN,2020,34.0,20354000.0
SRB,2020,34.0,31661000.0
SUN,1991,34.0,4297691000.0
SUR,2022,34.0,21000000.0
SYC,1997,34.0,3099000.0
THA,1993,34.0,1458530000.0
THA,2021,17.0,638297000.0
THA,1994,11.333333333333334,529138000.0
THA,2017,8.5,368206000.0
THA,2016,6.8,176807000.0
THA,2000,5.666666666666667,86760000.0
THA,2022,4.857142857142857,13000000.0
THA,1991,4.25,3176000.0
TJK,1992,34.0,625702000.0
TJK,2021,17.0,9720000.0
TTO,2018,34.0,4312000.0
TUR,2021,34.0,338049000.0
TUR,2020,17.0,282691000.0
TUR,1995,11.333333333333334,96026000.0
TUR,2023,8.5,0.0
TWN,1997,34.0,106293000.0
TZA,1993,34.0,7111000.0
UKR,2020,34.0,173981000.0
URY,1998,34.0,8977000.0
URY,2016,17.0,3658000.0
USA,2016,34.0,15363919000.0
USA,1997,17.0,9116027000.0
USA,2020,11.333333333333334,2374608000.0
USA,2021,8.5,2052052000.0
USA,2017,6.8,2029675000.0
USA,1991,5.666666666666667,1826519000.0
USA,2022,4.857142857142857,1500000000.0
USA,2015,4.25,864319000.0
USA,1993,3.7777777777777777,384917000.0
USA,2000,3.4,169951000.0
USA,2018,3.090909090909091,145683000.0
USA,1999,2.8333333333333335,527000.0
USA,2023,2.6153846153846154,0.0
VCT,2016,34.0,7926000.0
VEN,2020,34.0,33923000.0
VNM,2016,34.0,69504000.0
VNM,1996,17.0,25002000.0
VNM,2019,11.333333333333334,14881000.0
VNM,2017,8.5,1976000.0
VNM,2022,6.8,1500000.0
ZAF,2022,34.0,3675000000.0
ZAF,2016,17.0,219485000.0
ZAF,2021,11.333333333333334,81002000.0
ZAF,2019,8.5,57236000.0
ZMB,1998,34.0,37163000.0
ZWE,2001,34.0,5950000.0
