year,emdat_eventcountry_id,country,type,emdat_impact_scaled,event_id
1994,1994-0506-CRI,CRI,Riverine flood,5923.0,1994-0506
1996,1996-0023-CRI,CRI,Riverine flood,466457.0,1996-0023
1999,1999-0350-CRI,CRI,Flood (General),1757.0,1999-0350
2002,2002-0263-CRI,CRI,Riverine flood,1627.0,2002-0263
2005,2005-0021-CRI,CRI,Riverine flood,37464.0,2005-0021
2007,2007-0503-CRI,CRI,Riverine flood,112917.0,2007-0503
2008,2008-0551-CRI,CRI,Riverine flood,29904.0,2008-0551
1992,1992-0017-CUB,CUB,Riverine flood,5402.0,1992-0017
2022,2022-0366-CUB,CUB,Flood (General),25000.0,2022-0366
1996,1996-0499-CZE,CZE,Riverine flood,67170.0,1996-0499
1997,1997-0142-CZE,CZE,Riverine flood,3372930.0,1997-0142
1998,1998-0224-CZE,CZE,Riverine flood,93358.0,1998-0224
2000,2000-0167-CZE,CZE,Riverine flood,135960.0,2000-0167
2002,2002-0479-CZE,CZE,Riverine flood,3904776.0,2002-0479
2009,2009-0228-CZE,CZE,Riverine flood,204618.0,2009-0228
2010,2010-0193-CZE,CZE,Riverine flood,255001.0,2010-0193
2013,2013-0205-CZE,CZE,Riverine flood,1040877.0,2013-0205
1992,1992-0556-DEU,DEU,Flood (General),62779.0,1992-0556
1993,1993-0237-DEU,DEU,Riverine flood,1215526.0,1993-0237
1994,1994-0048-DEU,DEU,Riverine flood,394879.0,1994-0048
1994,1994-0098-DEU,DEU,Riverine flood,382046.0,1994-0098
1997,1997-0154-DEU,DEU,Riverine flood,656354.0,1997-0154
1999,1999-0182-DEU,DEU,Riverine flood,755465.0,1999-0182
2002,2002-0467-DEU,DEU,Flood (General),18873085.0,2002-0467
2005,2005-0451-DEU,DEU,Riverine flood,329682.0,2005-0451
2009,2009-0228-DEU,DEU,Riverine flood,27282.0,2009-0228
2013,2013-0205-DEU,DEU,Riverine flood,16205764.0,2013-0205
2016,2016-0179-DEU,DEU,Flood (General),2438717.0,2016-0179
2021,2021-0411-DEU,DEU,Flood (General),43201120.0,2021-0411
1991,1991-0296-DFR,DFR,Riverine flood,120335.0,1991-0296
1994,1994-0507-DJI,DJI,Riverine flood,4184.0,1994-0507
2002,2002-0840-DOM,DOM,Flood (General),813.0,2002-0840
2003,2003-0238-DOM,DOM,Riverine flood,3341.0,2003-0238
2009,2009-0016-DOM,DOM,Riverine flood,60021.0,2009-0016
2009,2009-0042-DOM,DOM,Riverine flood,11463.0,2009-0042
2013,2013-0531-DOM,DOM,Riverine flood,128.0,2013-0531
2023,2023-0763-DOM,DOM,Flood (General),,2023-0763
1992,1992-0011-DZA,DZA,Riverine flood,1877.0,1992-0011
2001,2001-0620-DZA,DZA,Riverine flood,495838.0,2001-0620
2002,2002-0540-DZA,DZA,Riverine flood,2440.0,2002-0540
2005,2005-0324-DZA,DZA,Flood (General),10873.0,2005-0324
2006,2006-0088-DZA,DZA,Riverine flood,1742.0,2006-0088
2011,2011-0408-DZA,DZA,Riverine flood,1013510.0,2011-0408
1992,1992-0024-ECU,ECU,Riverine flood,41713.0,1992-0024
1997,1997-0526-ECU,ECU,Flood (General),494089.0,1997-0526
2002,2002-0125-ECU,ECU,Riverine flood,21151.0,2002-0125
2002,2002-0162-ECU,ECU,Flood (General),4881.0,2002-0162
2006,2006-0093-ECU,ECU,Riverine flood,4065.0,2006-0093
2008,2008-0048-ECU,ECU,Riverine flood,1359273.0,2008-0048
2022,2022-0068-ECU,ECU,Flood (General),53000.0,2022-0068
2023,2023-0126-ECU,ECU,Flood (General),,2023-0126
1994,1994-0509-EGY,EGY,Riverine flood,276415.0,1994-0509
1997,1997-0250-EGY,EGY,Flood (General),1823.0,1997-0250
1996,1996-0281-ESP,ESP,Riverine flood,1075835.0,1996-0281
2004,2004-0145-ESP,ESP,Riverine flood,22133.0,2004-0145
2007,2007-0174-ESP,ESP,Riverine flood,564583.0,2007-0174
2012,2012-0449-ESP,ESP,Riverine flood,503492.0,2012-0449
2018,2018-0361-ESP,ESP,Flood (General),174819.0,2018-0361
2019,2019-0413-ESP,ESP,Flood (General),2861787.0,2019-0413
2019,2019-0015-ESP,ESP,Riverine flood,66393.0,2019-0015
2021,2021-0766-ESP,ESP,Flood (General),38881.0,2021-0766
2023,2023-0581-ESP,ESP,Flood (General),,2023-0581
1994,1994-0194-ETH,ETH,Riverine flood,6910.0,1994-0194
1995,1995-0103-ETH,ETH,Riverine flood,960.0,1995-0103
1999,1999-0351-ETH,ETH,Riverine flood,4744.0,1999-0351
2013,2013-0125-ETH,ETH,Riverine flood,2764.0,2013-0125
2006,2006-0071-FJI,FJI,Riverine flood,726.0,2006-0071
2007,2007-0108-FJI,FJI,Riverine flood,42344.0,2007-0108
2009,2009-0013-FJI,FJI,Riverine flood,58994.0,2009-0013
2012,2012-0069-FJI,FJI,Riverine flood,91776.0,2012-0069
2012,2012-0024-FJI,FJI,Riverine flood,21669.0,2012-0024
1993,1993-0237-FRA,FRA,Riverine flood,1215526.0,1993-0237
1994,1994-0556-FRA,FRA,Flood (General),187568.0,1994-0556
1994,1994-0048-FRA,FRA,Riverine flood,9872.0,1994-0048
2001,2001-0193-FRA,FRA,Riverine flood,218747.0,2001-0193
2002,2002-0574-FRA,FRA,Riverine flood,1936118.0,2002-0574
2016,2016-0179-FRA,FRA,Flood (General),2926461.0,2016-0179
2018,2018-0037-FRA,FRA,Flood (General),433551.0,2018-0037
2018,2018-0375-FRA,FRA,Flood (General),396256.0,2018-0375
2021,2021-0792-FRA,FRA,Flood (General),24841.0,2021-0792
2021,2021-0063-FRA,FRA,Flood (General),10800.0,2021-0063
2023,2023-0734-FRA,FRA,Flood (General),,2023-0734
1993,1993-0237-GBR,GBR,Riverine flood,303882.0,1993-0237
1993,1993-0098-GBR,GBR,Flood (General),74957.0,1993-0098
1994,1994-0589-GBR,GBR,Riverine flood,288262.0,1994-0589
1994,1994-0048-GBR,GBR,Riverine flood,177696.0,1994-0048
1997,1997-0350-GBR,GBR,Flood (General),273481.0,1997-0350
1997,1997-0340-GBR,GBR,Riverine flood,179403.0,1997-0340
1998,1998-0441-GBR,GBR,Riverine flood,897668.0,1998-0441
1999,1999-0091-GBR,GBR,Riverine flood,57415.0,1999-0091
2000,2000-0662-GBR,GBR,Riverine flood,10027082.0,2000-0662
2007,2007-0247-GBR,GBR,Riverine flood,5645827.0,2007-0247
2007,2007-0278-GBR,GBR,Riverine flood,5645827.0,2007-0278
2007,2007-0201-GBR,GBR,Riverine flood,632333.0,2007-0201
2008,2008-0381-GBR,GBR,Riverine flood,67964.0,2008-0381
2009,2009-0497-GBR,GBR,Riverine flood,660235.0,2009-0497
2012,2012-0552-GBR,GBR,Riverine flood,2077701.0,2012-0552
2012,2012-0548-GBR,GBR,Riverine flood,573598.0,2012-0548
2012,2012-0446-GBR,GBR,Riverine flood,103248.0,2012-0446
2013,2013-0572-GBR,GBR,Riverine flood,1884391.0,2013-0572
2014,2014-0039-GBR,GBR,Riverine flood,771393.0,2014-0039
2015,2015-0561-GBR,GBR,Riverine flood,1481690.0,2015-0561
1995,1995-0173-GEO,GEO,Riverine flood,4225.0,1995-0173
1997,1997-0568-GEO,GEO,Riverine flood,35553.0,1997-0568
1997,1997-0565-GEO,GEO,Riverine flood,18232.0,1997-0565
2004,2004-0401-GEO,GEO,Riverine flood,3340.0,2004-0401
1995,1995-0140-GHA,GHA,Riverine flood,24006.0,1995-0140
1999,1999-0315-GHA,GHA,Riverine flood,36895.0,1999-0315
2015,2015-0217-GHA,GHA,Flood (General),14817.0,2015-0217
1994,1994-0543-GRC,GRC,Riverine flood,864193.0,1994-0543
1997,1997-0555-GRC,GRC,Flood (General),291713.0,1997-0555
2003,2003-0097-GRC,GRC,Riverine flood,954525.0,2003-0097
2006,2006-0541-GRC,GRC,Riverine flood,8215.0,2006-0541
2016,2016-0334-GRC,GRC,Flood (General),68284.0,2016-0334
2020,2020-0331-GRC,GRC,Flood (General),33923.0,2020-0331
1999,1999-0361-GTM,GTM,Flood (General),1757.0,1999-0361
2011,2011-0386-GTM,GTM,Riverine flood,80551.0,2011-0386
2022,2022-0317-GTM,GTM,Flood (General),204000.0,2022-0317
2005,2005-0042-GUY,GUY,Riverine flood,696977.0,2005-0042
2006,2006-0041-GUY,GUY,Riverine flood,245341.0,2006-0041
1992,1992-0196-HKG,HKG,Riverine flood,104284.0,1992-0196
1994,1994-0166-HKG,HKG,Riverine flood,73053.0,1994-0166
1997,1997-0144-HKG,HKG,Riverine flood,18232.0,1997-0144
1990,1990-0115-HND,HND,Riverine flood,223985.0,1990-0115
1995,1995-0186-HND,HND,Flood (General),7682.0,1995-0186
1996,1996-0265-HND,HND,Flood (General),57841.0,1996-0265
1999,1999-0324-HND,HND,Flood (General),2635.0,1999-0324
2002,2002-0329-HND,HND,Riverine flood,162699.0,2002-0329
2003,2003-0661-HND,HND,Riverine flood,31818.0,2003-0661
2006,2006-0338-HND,HND,Riverine flood,11614.0,2006-0338
2014,2014-0447-HND,HND,Riverine flood,1731.0,2014-0447
2010,2010-0193-HRV,HRV,Riverine flood,107369.0,2010-0193
2016,2016-0053-HTI,HTI,Riverine flood,2439.0,2016-0053
2023,2023-0339-HTI,HTI,Flood (General),,2023-0339
1997,1997-0154-HUN,HUN,Riverine flood,18232.0,1997-0154
1999,1999-0064-HUN,HUN,Riverine flood,289888.0,1999-0064
1999,1999-0203-HUN,HUN,Riverine flood,225585.0,1999-0203
2000,2000-0191-HUN,HUN,Riverine flood,93473.0,2000-0191
2001,2001-0095-HUN,HUN,Riverine flood,8264.0,2001-0095
2002,2002-0506-HUN,HUN,Riverine flood,48810.0,2002-0506
2005,2005-0473-HUN,HUN,Riverine flood,71931.0,2005-0473
2010,2010-0193-HUN,HUN,Riverine flood,590529.0,2010-0193
1990,1990-0005-IDN,IDN,Riverine flood,10751.0,1990-0005
1991,1991-0692-IDN,IDN,Riverine flood,31803.0,1991-0692
1993,1993-0003-IDN,IDN,Riverine flood,39101.0,1993-0003
1994,1994-0626-IDN,IDN,Riverine flood,35825.0,1994-0626
1994,1994-0012-IDN,IDN,Riverine flood,3751.0,1994-0012
1994,1994-0783-IDN,IDN,Riverine flood,3356.0,1994-0783
1994,1994-0773-IDN,IDN,Flood (General),2962.0,1994-0773
1995,1995-0476-IDN,IDN,Riverine flood,96026.0,1995-0476
1995,1995-0029-IDN,IDN,Riverine flood,768.0,1995-0029
1996,1996-0082-IDN,IDN,Riverine flood,811261.0,1996-0082
1996,1996-0495-IDN,IDN,Riverine flood,236773.0,1996-0495
1996,1996-0118-IDN,IDN,Riverine flood,802.0,1996-0118
2000,2000-0770-IDN,IDN,Riverine flood,57783.0,2000-0770
2002,2002-0054-IDN,IDN,Riverine flood,569447.0,2002-0054
2002,2002-0732-IDN,IDN,Riverine flood,2603.0,2002-0732
2004,2004-0098-IDN,IDN,Riverine flood,92964.0,2004-0098
2006,2006-0074-IDN,IDN,Riverine flood,39342.0,2006-0074
2007,2007-0050-IDN,IDN,Riverine flood,1370524.0,2007-0050
2008,2008-0383-IDN,IDN,Riverine flood,1468.0,2008-0383
2008,2008-0052-IDN,IDN,Riverine flood,888.0,2008-0052
2013,2013-0007-IDN,IDN,Riverine flood,3768782.0,2013-0007
2013,2013-0063-IDN,IDN,Riverine flood,2513.0,2013-0063
2013,2013-0541-IDN,IDN,Riverine flood,2513.0,2013-0541
2013,2013-0553-IDN,IDN,Riverine flood,2513.0,2013-0553
2014,2014-0056-IDN,IDN,Riverine flood,741724.0,2014-0056
2014,2014-0038-IDN,IDN,Riverine flood,213864.0,2014-0038
2014,2014-0018-IDN,IDN,Riverine flood,189140.0,2014-0018
2014,2014-0057-IDN,IDN,Riverine flood,2472.0,2014-0057
2015,2015-0077-IDN,IDN,Riverine flood,290164.0,2015-0077
2016,2016-0527-IDN,IDN,Flood (General),90233.0,2016-0527
2016,2016-0345-IDN,IDN,Flood (General),26826.0,2016-0345
2016,2016-0525-IDN,IDN,Flood (General),12194.0,2016-0525
2016,2016-0040-IDN,IDN,Flood (General),2439.0,2016-0040
2017,2017-0111-IDN,IDN,Riverine flood,22685.0,2017-0111
2019,2019-0168-IDN,IDN,Flood (General),17171.0,2019-0168
2020,2020-0059-IDN,IDN,Flood (General),11308.0,2020-0059
2020,2020-0325-IDN,IDN,Flood (General),11308.0,2020-0325
2021,2021-0088-IDN,IDN,Flood (General),54001.0,2021-0088
2022,2022-0120-IDN,IDN,Flood (General),62000.0,2022-0120
2022,2022-0087-IDN,IDN,Flood (General),12000.0,2022-0087
1991,1991-0509-IND,IND,Riverine flood,253564.0,1991-0509
1991,1991-0278-IND,IND,Riverine flood,214885.0,1991-0278
1991,1991-0766-IND,IND,Riverine flood,85954.0,1991-0766
1992,1992-0147-IND,IND,Riverine flood,379801.0,1992-0147
1992,1992-0483-IND,IND,Flood (General),143912.0,1992-0483
1992,1992-0083-IND,IND,Riverine flood,120656.0,1992-0083
1993,1993-0042-IND,IND,Flood (General),14181141.0,1993-0042
1993,1993-0325-IND,IND,Riverine flood,1012939.0,1993-0325
1994,1994-0068-IND,IND,Flood (General),345519.0,1994-0068
1995,1995-0228-IND,IND,Riverine flood,495494.0,1995-0228
1995,1995-0491-IND,IND,Riverine flood,3841.0,1995-0491
1995,1995-0485-IND,IND,Riverine flood,484.0,1995-0485
1996,1996-0245-IND,IND,Riverine flood,168671.0,1996-0245
1996,1996-0496-IND,IND,Riverine flood,158595.0,1996-0496
1996,1996-0501-IND,IND,Flood (General),32839.0,1996-0501
1996,1996-0503-IND,IND,Riverine flood,1829.0,1996-0503
1997,1997-0337-IND,IND,Riverine flood,280409.0,1997-0337
1997,1997-0170-IND,IND,Riverine flood,129448.0,1997-0170
1998,1998-0450-IND,IND,Flood (General),949015.0,1998-0450
1999,1999-0371-IND,IND,Flood (General),4217.0,1999-0371
2000,2000-0610-IND,IND,Riverine flood,1175208.0,2000-0610
2000,2000-0445-IND,IND,Riverine flood,73079.0,2000-0445
2001,2001-0387-IND,IND,Riverine flood,193251.0,2001-0387
2001,2001-0794-IND,IND,Flood (General),170238.0,2001-0794
2001,2001-0332-IND,IND,Riverine flood,148752.0,2001-0332
2001,2001-0515-IND,IND,Flood (General),42973.0,2001-0515
2002,2002-0374-IND,IND,Riverine flood,50066.0,2002-0374
2002,2002-0490-IND,IND,Riverine flood,32540.0,2002-0490
2003,2003-0683-IND,IND,Riverine flood,268858.0,2003-0683
2004,2004-0298-IND,IND,Riverine flood,3873487.0,2004-0298
2004,2004-0734-IND,IND,Riverine flood,427633.0,2004-0734
2005,2005-0409-IND,IND,Riverine flood,4990180.0,2005-0409
2005,2005-0335-IND,IND,Riverine flood,3446671.0,2005-0335
2005,2005-0541-IND,IND,Riverine flood,629392.0,2005-0541
2005,2005-0599-IND,IND,Riverine flood,175331.0,2005-0599
2005,2005-0361-IND,IND,Riverine flood,34467.0,2005-0361
2006,2006-0417-IND,IND,Riverine flood,4921334.0,2006-0417
2007,2007-0603-IND,IND,Riverine flood,142770.0,2007-0603
2008,2008-0486-IND,IND,Riverine flood,27185.0,2008-0486
2008,2008-0130-IND,IND,Flood (General),2719.0,2008-0130
2009,2009-0429-IND,IND,Riverine flood,2932864.0,2009-0429
2009,2009-0409-IND,IND,Riverine flood,300107.0,2009-0409
2009,2009-0483-IND,IND,Riverine flood,87304.0,2009-0483
2010,2010-0492-IND,IND,Riverine flood,2254748.0,2010-0492
2010,2010-0276-IND,IND,Riverine flood,599924.0,2010-0276
2010,2010-0629-IND,IND,Riverine flood,29526.0,2010-0629
2011,2011-0371-IND,IND,Riverine flood,1209967.0,2011-0371
2011,2011-0473-IND,IND,Riverine flood,562049.0,2011-0473
2011,2011-0327-IND,IND,Riverine flood,357786.0,2011-0327
2011,2011-0647-IND,IND,Riverine flood,26021.0,2011-0647
2012,2012-0334-IND,IND,Riverine flood,140213.0,2012-0334
2012,2012-0382-IND,IND,Riverine flood,124917.0,2012-0382
2012,2012-0354-IND,IND,Riverine flood,25493.0,2012-0354
2012,2012-0584-IND,IND,Riverine flood,20395.0,2012-0584
2013,2013-0192-IND,IND,Riverine flood,1381887.0,2013-0192
2013,2013-0400-IND,IND,Riverine flood,326628.0,2013-0400
2013,2013-0260-IND,IND,Riverine flood,2513.0,2013-0260
2014,2014-0343-IND,IND,Riverine flood,19779307.0,2014-0343
2014,2014-0313-IND,IND,Riverine flood,247241.0,2014-0313
2014,2014-0391-IND,IND,Riverine flood,201502.0,2014-0391
2014,2014-0409-IND,IND,Riverine flood,123621.0,2014-0409
2014,2014-0218-IND,IND,Riverine flood,2472.0,2014-0218
2015,2015-0504-IND,IND,Flood (General),2716432.0,2015-0504
2015,2015-0249-IND,IND,Riverine flood,745784.0,2015-0249
2016,2016-0391-IND,IND,Flood (General),718202.0,2016-0391
2016,2016-0271-IND,IND,Flood (General),426776.0,2016-0271
2016,2016-0276-IND,IND,Flood (General),195097.0,2016-0276
2016,2016-0139-IND,IND,Flood (General),182904.0,2016-0139
2017,2017-0342-IND,IND,Flood (General),1870883.0,2017-0342
2017,2017-0294-IND,IND,Flood (General),298482.0,2017-0294
2018,2018-0216-IND,IND,Flood (General),2914.0,2018-0216
2019,2019-0331-IND,IND,Flood (General),11447148.0,2019-0331
2020,2020-0304-IND,IND,Flood (General),8480744.0,2020-0304
2020,2020-0446-IND,IND,Flood (General),4523063.0,2020-0446
2020,2020-0198-IND,IND,Flood (General),11308.0,2020-0198
2021,2021-0435-IND,IND,Flood (General),3348087.0,2021-0435
2021,2021-0316-IND,IND,Flood (General),108003.0,2021-0316
2022,2022-0293-IND,IND,Flood (General),4200000.0,2022-0293
2011,2011-0453-IRL,IRL,Riverine flood,422838.0,2011-0453
1990,1990-0412-IRN,IRN,Riverine flood,173364.0,1990-0412
1991,1991-0542-IRN,IRN,Riverine flood,868134.0,1991-0542
1991,1991-0030-IRN,IRN,Riverine flood,60168.0,1991-0030
1991,1991-0763-IRN,IRN,Riverine flood,3008.0,1991-0763
1992,1992-0073-IRN,IRN,Riverine flood,6192575.0,1992-0073
1992,1992-0074-IRN,IRN,Riverine flood,1043463.0,1992-0074
1993,1993-0004-IRN,IRN,Riverine flood,2025877.0,1993-0004
1993,1993-0585-IRN,IRN,Flood (General),423408.0,1993-0585
1993,1993-0219-IRN,IRN,Flood (General),35048.0,1993-0219
1994,1994-0511-IRN,IRN,Riverine flood,280364.0,1994-0511
1995,1995-0466-IRN,IRN,Riverine flood,172847.0,1995-0466
1996,1996-0465-IRN,IRN,Riverine flood,37317.0,1996-0465
1996,1996-0121-IRN,IRN,Riverine flood,16792.0,1996-0121
1996,1996-0476-IRN,IRN,Riverine flood,14796.0,1996-0476
1997,1997-0563-IRN,IRN,Riverine flood,36464.0,1997-0563
1997,1997-0561-IRN,IRN,Riverine flood,9116.0,1997-0561
1998,1998-0320-IRN,IRN,Riverine flood,90664.0,1998-0320
2001,2001-0375-IRN,IRN,Riverine flood,41320.0,2001-0375
2002,2002-0020-IRN,IRN,Riverine flood,96090.0,2002-0020
2002,2002-0500-IRN,IRN,Riverine flood,6508.0,2002-0500
2003,2003-0232-IRN,IRN,Riverine flood,1333.0,2003-0232
2006,2006-0245-IRN,IRN,Riverine flood,23228.0,2006-0245
2014,2014-0171-IRN,IRN,Flood (General),60574.0,2014-0171
2019,2019-0125-IRN,IRN,Flood (General),2861787.0,2019-0125
2019,2019-0082-IRN,IRN,Flood (General),91577.0,2019-0082
2020,2020-0118-IRN,IRN,Flood (General),1696149.0,2020-0118
2020,2020-0017-IRN,IRN,Flood (General),913659.0,2020-0017
2020,2020-0535-IRN,IRN,Flood (General),56538.0,2020-0535
2006,2006-0065-IRQ,IRQ,Riverine flood,1887.0,2006-0065
2020,2020-0116-IRQ,IRQ,Flood (General),113077.0,2020-0116
1997,1997-0250-ISR,ISR,Flood (General),72928.0,1997-0250
1992,1992-0376-ITA,ITA,Riverine flood,1433484.0,1992-0376
1992,1992-0266-ITA,ITA,Riverine flood,20857.0,1992-0266
1994,1994-0557-ITA,ITA,Riverine flood,18361882.0,1994-0557
2000,2000-0752-ITA,ITA,Flood (General),84975.0,2000-0752
2002,2002-0740-ITA,ITA,Riverine flood,569447.0,2002-0740
2002,2002-0472-ITA,ITA,Flood (General),481589.0,2002-0472
2003,2003-0433-ITA,ITA,Riverine flood,1042024.0,2003-0433
2003,2003-0043-ITA,ITA,Riverine flood,238631.0,2003-0043
2008,2008-0579-ITA,ITA,Riverine flood,377878.0,2008-0579
2009,2009-0428-ITA,ITA,Riverine flood,27282.0,2009-0428
2012,2012-0466-ITA,ITA,Riverine flood,19120.0,2012-0466
2013,2013-0441-ITA,ITA,Riverine flood,979883.0,2013-0441
2014,2014-0045-ITA,ITA,Riverine flood,363445.0,2014-0045
2016,2016-0453-ITA,ITA,Riverine flood,121936.0,2016-0453
2017,2017-0544-ITA,ITA,Riverine flood,149241.0,2017-0544
2020,2020-0540-ITA,ITA,Flood (General),11308.0,2020-0540
2023,2023-0293-ITA,ITA,Flood (General),,2023-0293
1993,1993-0036-JAM,JAM,Flood (General),22285.0,1993-0036
2002,2002-0325-JAM,JAM,Riverine flood,32540.0,2002-0325
1997,1997-0250-JOR,JOR,Flood (General),1823.0,1997-0250
1990,1990-0572-JPN,JPN,Riverine flood,3807742.0,1990-0572
1995,1995-0146-JPN,JPN,Flood (General),142694.0,1995-0146
1999,1999-0243-JPN,JPN,Riverine flood,187988.0,1999-0243
2003,2003-0343-JPN,JPN,Riverine flood,11136.0,2003-0343
2012,2012-0195-JPN,JPN,Riverine flood,1784528.0,2012-0195
2013,2013-0265-JPN,JPN,Riverine flood,2513.0,2013-0265
2015,2015-0418-JPN,JPN,Riverine flood,1728639.0,2015-0418
2017,2017-0246-JPN,JPN,Riverine flood,835749.0,2017-0246
2018,2018-0190-JPN,JPN,Flood (General),11071871.0,2018-0190
2019,2019-0409-JPN,JPN,Flood (General),114471.0,2019-0409
2020,2020-0296-JPN,JPN,Flood (General),6558442.0,2020-0296
2021,2021-0508-JPN,JPN,Flood (General),108003.0,2021-0508
2022,2022-0496-JPN,JPN,Flood (General),141000.0,2022-0496
1993,1993-0037-KAZ,KAZ,Riverine flood,74009.0,1993-0037
2000,2000-0235-KAZ,KAZ,Flood (General),2549.0,2000-0235
2008,2008-0095-KAZ,KAZ,Riverine flood,176705.0,2008-0095
2011,2011-0178-KAZ,KAZ,Riverine flood,87170.0,2011-0178
1997,1997-0255-KEN,KEN,Flood (General),21514.0,1997-0255
2001,2001-0032-KEN,KEN,Riverine flood,63.0,2001-0032
2012,2012-0166-KEN,KEN,Riverine flood,127466.0,2012-0166
2013,2013-0123-KEN,KEN,Riverine flood,45225.0,2013-0123
2018,2018-0132-KEN,KEN,Flood (General),407911.0,2018-0132
2020,2020-0164-KEN,KEN,Flood (General),11308.0,2020-0164
2005,2005-0359-KGZ,KGZ,Riverine flood,3986.0,2005-0359
2007,2007-0195-KGZ,KGZ,Riverine flood,282.0,2007-0195
1991,1991-0211-KHM,KHM,Riverine flood,322327.0,1991-0211
1996,1996-0221-KHM,KHM,Riverine flood,2799.0,1996-0221
2000,2000-0438-KHM,KHM,Riverine flood,271921.0,2000-0438
2001,2001-0485-KHM,KHM,Riverine flood,24792.0,2001-0485
2002,2002-0522-KHM,KHM,Riverine flood,163.0,2002-0522
2007,2007-0410-KHM,KHM,Riverine flood,1411.0,2007-0410
2010,2010-0552-KHM,KHM,Riverine flood,93948.0,2010-0552
2011,2011-0364-KHM,KHM,Riverine flood,677842.0,2011-0364
2013,2013-0380-KHM,KHM,Riverine flood,628130.0,2013-0380
1990,1990-0075-KOR,KOR,Riverine flood,85114.0,1990-0075
1991,1991-0177-KOR,KOR,Riverine flood,225629.0,1991-0177
1996,1996-0109-KOR,KOR,Flood (General),223899.0,1996-0109
1997,1997-0560-KOR,KOR,Riverine flood,3008.0,1997-0560
2000,2000-0441-KOR,KOR,Flood (General),39089.0,2000-0441
2002,2002-0474-KOR,KOR,Riverine flood,561312.0,2002-0474
2004,2004-0381-KOR,KOR,Riverine flood,8596.0,2004-0381
2004,2004-0500-KOR,KOR,Riverine flood,1622.0,2004-0500
2011,2011-0426-KOR,KOR,Riverine flood,67654.0,2011-0426
2020,2020-0333-KOR,KOR,Flood (General),474922.0,2020-0333
2022,2022-0500-KOR,KOR,Flood (General),423000.0,2022-0500
1992,1992-0488-LAO,LAO,Riverine flood,45526.0,1992-0488
2000,2000-0583-LAO,LAO,Flood (General),1700.0,2000-0583
2013,2013-0417-LAO,LAO,Riverine flood,76632.0,2013-0417
2013,2013-0338-LAO,LAO,Riverine flood,75376.0,2013-0338
2015,2015-0324-LAO,LAO,Flood (General),12347.0,2015-0324
2016,2016-0316-LAO,LAO,Flood (General),61.0,2016-0316
1995,1995-0418-LBY,LBY,Flood (General),81046.0,1995-0418
2019,2019-0224-LBY,LBY,Flood (General),8127.0,2019-0224
1991,1991-0321-LKA,LKA,Riverine flood,64465.0,1991-0321
1992,1992-0206-LKA,LKA,Riverine flood,521419.0,1992-0206
1992,1992-0472-LKA,LKA,Flood (General),5736.0,1992-0472
1993,1993-0040-LKA,LKA,Riverine flood,628.0,1993-0040
1995,1995-0108-LKA,LKA,Riverine flood,768.0,1995-0108
1997,1997-0570-LKA,LKA,Riverine flood,766.0,1997-0570
2000,2000-0741-LKA,LKA,Riverine flood,5099.0,2000-0741
2006,2006-0602-LKA,LKA,Riverine flood,4355.0,2006-0602
2010,2010-0191-LKA,LKA,Riverine flood,140922.0,2010-0191
2011,2011-0049-LKA,LKA,Riverine flood,390312.0,2011-0049
2011,2011-0024-LKA,LKA,Riverine flood,260208.0,2011-0024
2012,2012-0537-LKA,LKA,Riverine flood,1530.0,2012-0537
2013,2013-0220-LKA,LKA,Riverine flood,2513.0,2013-0220
2014,2014-0181-LKA,LKA,Riverine flood,2472.0,2014-0181
2016,2016-0153-LKA,LKA,Flood (General),1463230.0,2016-0153
2017,2017-0153-LKA,LKA,Flood (General),464437.0,2017-0153
1993,1993-0237-LUX,LUX,Riverine flood,20259.0,1993-0237
1995,1995-0177-MAR,MAR,Riverine flood,17285.0,1995-0177
1996,1996-0014-MAR,MAR,Riverine flood,102620.0,1996-0014
2001,2001-0694-MAR,MAR,Riverine flood,3636.0,2001-0694
2002,2002-0734-MAR,MAR,Riverine flood,325398.0,2002-0734
1994,1994-0180-MDA,MDA,Riverine flood,592319.0,1994-0180
1997,1997-0522-MDA,MDA,Flood (General),91160.0,1997-0522
1999,1999-0194-MDA,MDA,Flood (General),7028.0,1999-0194
2002,2002-0381-MDA,MDA,Flood (General),1354.0,2002-0381
2005,2005-0519-MDA,MDA,Riverine flood,11617.0,2005-0519
2003,2003-0037-MDG,MDG,Riverine flood,238631.0,2003-0037
1990,1990-0596-MEX,MEX,Riverine flood,98553.0,1990-0596
1991,1991-0452-MEX,MEX,Flood (General),4298.0,1991-0452
1993,1993-0009-MEX,MEX,Riverine flood,193269.0,1993-0009
2004,2004-0259-MEX,MEX,Riverine flood,5578.0,2004-0259
2007,2007-0521-MEX,MEX,Riverine flood,4234370.0,2007-0521
2010,2010-0058-MEX,MEX,Riverine flood,21474.0,2010-0058
2021,2021-0647-MEX,MEX,Flood (General),10800.0,2021-0647
1995,1995-0416-MKD,MKD,Flood (General),470527.0,1995-0416
2004,2004-0252-MKD,MKD,Riverine flood,5578.0,2004-0252
1991,1991-0168-MMR,MMR,Riverine flood,171564.0,1991-0168
1992,1992-0489-MMR,MMR,Flood (General),114952.0,1992-0489
2015,2015-0308-MMR,MMR,Riverine flood,146934.0,2015-0308
2016,2016-0369-MMR,MMR,Flood (General),2439.0,2016-0369
2009,2009-0269-MNG,MNG,Riverine flood,128.0,2009-0269
